train_loss,train_mdn,train_contrast,test_loss
2.07385577694575,2.07385577694575,0.0,1.9632255487442016
1.9972629069752164,1.9972629069752164,0.0,1.9564617800712585
1.9924932659996881,1.9924932659996881,0.0,1.9544292421340943
1.9733802223735386,1.9733802223735386,0.0,1.93443505525589
1.9057232054604425,1.9057232054604425,0.0,1.9208834071159362
1.8417440284623041,1.8417440284623041,0.0,1.9652107639312744
1.7943343703481887,1.7943343703481887,0.0,2.0686008157730105
1.7615845523940192,1.7615845523940192,0.0,2.048833957195282
1.7356025992499458,1.7356025992499458,0.0,2.060328813076019
1.7089202366405063,1.7089202366405063,0.0,2.066911440372467
1.678548170990414,1.678548170990414,0.0,2.0669084100723265
1.6499574026531643,1.6499574026531643,0.0,2.0301258692741393
1.6249749786059062,1.6249749786059062,0.0,1.973854172706604
1.6046299805641175,1.6046299805641175,0.0,1.980483808994293
1.5889183984862434,1.5889183984862434,0.0,2.0497939901351927
1.5750852104292976,1.5750852104292976,0.0,1.990973949432373
1.5630213334295484,1.5630213334295484,0.0,1.9728324580192567
1.5513555188708834,1.5513555188708834,0.0,1.94853400850296
1.5409139225218031,1.5409139225218031,0.0,1.9250811858177186
1.5304964337348939,1.5304964337348939,0.0,1.9084199175834655
1.5217892186376785,1.5217892186376785,0.0,1.9065610661506653
1.5145070818265278,1.5145070818265278,0.0,1.8941668429374694
1.5088194229867724,1.5088194229867724,0.0,1.9070522284507752
1.5036935234069824,1.5036935234069824,0.0,1.9026043028831483
1.499543818473816,1.499543818473816,0.0,1.902100176334381
1.4964953784942627,1.4964953784942627,0.0,1.8877718977928162
1.4943753995365567,1.4943753995365567,0.0,1.8866827883720398
1.4928256514867146,1.4928256514867146,0.0,1.8879498896598816
1.4919834469159443,1.4919834469159443,0.0,1.8871614050865173
1.4913092042075262,1.4913092042075262,0.0,1.8847052593231202
